"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x391510019","x1215195782460203008",2020-01-09 08:57:06,"MalcolmFincken","Very useful thread on Brexit. https://t.co/ZzJe941dyO","Twitter for iPad",29,NA,NA,NA,TRUE,FALSE,0,1,NA,NA,NA,NA,"twitter.com/DavidHenigUK/s…","https://t.co/ZzJe941dyO","https://twitter.com/DavidHenigUK/status/1215186211633016832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","x1215186211633016832","My reflection on this week in Brexit so far is a government missing the opportunity of a comfortable election win to reset their approach, and instead deepening existing holes, and hiding them with semantics. This could get very messy once the political x-factor is gone... 1/",2020-01-09 08:19:04,"Twitter Web App",1081,524,"x2494186513","DavidHenigUK","David Henig",35690,760,33101,"London","UK Director @ecipe making sense of Brexit & Trade/ also global trade policy/ TTIP veteran/ Co-founder @uktradeforum/ add football, cricket, weather/ accepts DMs",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/306d5d3d816ec35c.json","Halstead","Halstead, East","city","United Kingdom","GB","NA NA","NA NA","0.621509 0.660689 0.660689 0.621509 51.932856 51.932856 51.9537638 51.9537638","https://twitter.com/MalcolmFincken/status/1215195782460203008","Malcolm Fincken","Halstead, Essex, UK","Halstead Town Councillor. Chair, Braintree CLP. Sec, Halstead & District BLP. Chair, Braintree for Essex Child & Family Wellbeing Service. Fabian. Greenpeace.",NA,FALSE,2084,1997,91,79567,13740,2011-10-15 17:33:30,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/922195017791410183/ahRtEWpf_normal.jpg"
"x19995168","x1217006198823800832",2020-01-14 08:51:03,"Bobo62","@Peston @BorisJohnson Judging by Farage's March for Brexit they won't make it.","Twitter for iPad",56,"x1216998400505319424","x14157134","Peston",FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x14157134 x3131144855","Peston BorisJohnson","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json","East","East, England","admin","United Kingdom","GB","NA NA","NA NA","-0.745779800818049 1.76893599950184 1.76893599950184 -0.745779800818049 51.4482221321091 51.4482221321091 52.9926789576249 52.9926789576249","https://twitter.com/Bobo62/status/1217006198823800832","Kim Lewis","cambridgeshire
","Critical Care Outreach Advanced Practitioner (RN) Loves Scotland, Norway and Ireland. Forever European",NA,FALSE,317,1892,2,3748,31306,2009-02-03 19:20:50,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/19995168/1561447360","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1210939341079535617/nYHvbyoE_normal.jpg"
"x860593940768190465","x1216981809550045184",2020-01-14 07:14:08,"AnnHornigold","@LBC We cant let our Brexit go unmarked by BIG BEN. Surely some of the wealthier Brexit backers + Crowd - funding could pay the costs? ANN","Twitter for Android",138,NA,"x20973388","LBC",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20973388","LBC","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json","East","East, England","admin","United Kingdom","GB","NA NA","NA NA","-0.745779800818049 1.76893599950184 1.76893599950184 -0.745779800818049 51.4482221321091 51.4482221321091 52.9926789576249 52.9926789576249","https://twitter.com/AnnHornigold/status/1216981809550045184","Ann Hornigold","","",NA,FALSE,194,300,1,7489,6561,2017-05-05 20:35:59,FALSE,NA,NA,NA,NA,NA,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x860593940768190465","x1216476373516275714",2020-01-12 21:45:43,"AnnHornigold","@clara_torygirl MUCH more to life than Brexit ! SO much joy , and sometimes Angst on Twitter ! Keep on keepin' on","Twitter for Android",97,"x1216463350877556736","x1150684370283520001","clara_torygirl",FALSE,FALSE,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x1150684370283520001","clara_torygirl","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json","East","East, England","admin","United Kingdom","GB","NA NA","NA NA","-0.745779800818049 1.76893599950184 1.76893599950184 -0.745779800818049 51.4482221321091 51.4482221321091 52.9926789576249 52.9926789576249","https://twitter.com/AnnHornigold/status/1216476373516275714","Ann Hornigold","","",NA,FALSE,194,300,1,7489,6561,2017-05-05 20:35:59,FALSE,NA,NA,NA,NA,NA,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1305285962","x1216849702160883714",2020-01-13 22:29:11,"smarmstrong1962","I’ve met 2 types of Brexit voters...those that voted out because they’re isolationist xenophobes and those that voted out because the don’t yet understand that they’re isolationist xenophobes.","Twitter for iPad",192,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/66ae0477bdebe2e5.json","Stretham","Stretham, England","city","United Kingdom","GB","NA NA","NA NA","0.211168 0.224881 0.224881 0.211168 52.34369 52.34369 52.354848 52.354848","https://twitter.com/smarmstrong1962/status/1216849702160883714","Mark Armstrong","Norfolk, UK","British/Canadian, parent, IT Manager (too big to fail bank), kitesurfer/instructor, musician, old Land Rovers, critters (dog/cats/wild things), nature, science.","https://t.co/VqX763R1o6",FALSE,151,1581,3,5098,5124,2013-03-26 18:48:09,FALSE,"https://t.co/VqX763R1o6","http://www.kite-eze.com",NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1133647810627330049/Lh1Cflh-_normal.jpg"
"x948978698","x1214314531771564033",2020-01-06 22:35:19,"KingKing3107","These men with their egos! https://t.co/ddzycJJ6Pp","Twitter for Android",50,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,"independent.co.uk/voices/dominic…","https://t.co/ddzycJJ6Pp","https://www.independent.co.uk/voices/dominic-cummings-job-advert-brexit-boris-johnson-whitehall-a9272451.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/22d8b124e41c38eb.json","Wicklewood","Wicklewood, England","city","United Kingdom","GB","NA NA","NA NA","1.0512063 1.0714456 1.0714456 1.0512063 52.5763377 52.5763377 52.5862941 52.5862941","https://twitter.com/KingKing3107/status/1214314531771564033","Pam<U+0001F536> #FBPE","","",NA,FALSE,3119,3720,74,200884,150464,2012-11-15 03:28:44,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/948978698/1486992432","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/831303303359250432/5tNFGJPz_normal.jpg"
"x948978698","x1215381436364197899",2020-01-09 21:14:49,"KingKing3107","Just wait for the people's realisation of what BREXIT really means to them and their lives. Don't think that you will be crowing then! https://t.co/mYDsC6RRhm","Twitter for Android",134,NA,NA,NA,TRUE,FALSE,1,0,NA,NA,NA,NA,"twitter.com/tomhfh/status/…","https://t.co/mYDsC6RRhm","https://twitter.com/tomhfh/status/1215324511844827136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","x1215324511844827136","330 - 231

Brexit: done.",2020-01-09 17:28:37,"Twitter Web App",5625,672,"x453473029","tomhfh","Tom Harwood",61578,705,56606,"London","Journalist and Commentator | ""TV Star"" - Hello Magazine | Reporter @GuidoFawkes | Words also in the @Telegraph and @FMConservatives | Other contact on my site<U+0001F447>",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/22d8b124e41c38eb.json","Wicklewood","Wicklewood, England","city","United Kingdom","GB","NA NA","NA NA","1.0512063 1.0714456 1.0714456 1.0512063 52.5763377 52.5763377 52.5862941 52.5862941","https://twitter.com/KingKing3107/status/1215381436364197899","Pam<U+0001F536> #FBPE","","",NA,FALSE,3119,3720,74,200884,150464,2012-11-15 03:28:44,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/948978698/1486992432","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/831303303359250432/5tNFGJPz_normal.jpg"
"x948978698","x1216847004204240902",2020-01-13 22:18:28,"KingKing3107","Got that everybody? Brexit has cost more than we've paid the EU during 47 years! Was it worth it? https://t.co/tipRb7YiFQ","Twitter for Android",97,NA,NA,NA,TRUE,FALSE,1,1,NA,NA,NA,NA,"twitter.com/TheNewEuropean…","https://t.co/tipRb7YiFQ","https://twitter.com/TheNewEuropean/status/1216694577228402688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","x1216694577228402688","Brexit has now cost more than the UK's net contributions to the EU over 47 years https://t.co/HB3H6jWXMP",2020-01-13 12:12:46,"Twitter Web App",622,645,"x748864401852145665","TheNewEuropean","The New European",78882,638,34431,"United Kingdom","The award-winning pro-EU, anti-Brexit newspaper. Contact us at theneweuropean@archant.co.uk. Get your free passport cover here: https://t.co/Ec5CblCfMJ <U+0001F1EA><U+0001F1FA>",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/22d8b124e41c38eb.json","Wicklewood","Wicklewood, England","city","United Kingdom","GB","NA NA","NA NA","1.0512063 1.0714456 1.0714456 1.0512063 52.5763377 52.5763377 52.5862941 52.5862941","https://twitter.com/KingKing3107/status/1216847004204240902","Pam<U+0001F536> #FBPE","","",NA,FALSE,3119,3720,74,200884,150464,2012-11-15 03:28:44,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/948978698/1486992432","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/831303303359250432/5tNFGJPz_normal.jpg"
"x19350164","x1216835265664339968",2020-01-13 21:31:49,"DavidMaidstone","I see the plan #ncfc fans buy as many EU players as possible before #Brexit day. You wait it will pay off.","Twitter for iPhone",106,NA,NA,NA,FALSE,FALSE,2,0,NA,NA,"ncfc Brexit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/1892c7261e52d39b.json","Dereham","Dereham, England","city","United Kingdom","GB","NA NA","NA NA","0.9235556 0.975376 0.975376 0.9235556 52.656193 52.656193 52.694843 52.694843","https://twitter.com/DavidMaidstone/status/1216835265664339968","David Maidstone","Dereham - Norfolk UK","He's fallen in the water! I have a warped view on life if you take offence I am the man for you, don't blame anyone else. Ultracrepidarian and cerevisaphile.",NA,FALSE,780,775,10,16397,6569,2009-01-22 17:42:19,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/19350164/1386421159","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/704638266121854976/6NtvfWue_normal.jpg"
"x25879867","x1216769446645325827",2020-01-13 17:10:17,"LloydBurr","@chrisshipitv As soon as I read “transition period”, I thought of your Brexit analogy. Brilliant. #soothsayer","Twitter for iPhone",95,"x1216768550016339969","x95721440","chrisshipitv",FALSE,FALSE,0,0,NA,NA,"soothsayer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x95721440","chrisshipitv","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bb508d078dcdf12.json","King's Lynn","King's Lynn, England","city","United Kingdom","GB","NA NA","NA NA","0.378141 0.461593 0.461593 0.378141 52.7280351 52.7280351 52.79462 52.79462","https://twitter.com/LloydBurr/status/1216769446645325827","Lloyd Burr","","Europe Correspondent for @NewshubNZ. Story tips + any Kiwis doing incredible things in Europe, flick me an email: lloydburr@mediaworks.co.nz",NA,FALSE,6044,2942,95,7891,15730,2009-03-22 21:03:30,TRUE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/25879867/1561544065","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1137715109806116864/waHq8pOu_normal.jpg"
"x2893772003","x1215702464634216448",2020-01-10 18:30:28,"Changeling_1","@SpillerOfTea I’m amazed by people joining in attacking #HarryandMeghan &amp; giving a green light to the continuing thinly disguised racial abuse of #MeghanMarkle by the gutter press, particularly the Red Tops.
Unpopular opinion, but #Brexit let the #racism Genie well &amp; truly out of it’s bottle!","Twitter for iPad",287,"x1215604914409426945","x980052164893650944","SpillerOfTea",FALSE,FALSE,0,0,NA,NA,"HarryandMeghan MeghanMarkle Brexit racism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x980052164893650944","SpillerOfTea","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json","East","East, England","admin","United Kingdom","GB","NA NA","NA NA","-0.745779800818049 1.76893599950184 1.76893599950184 -0.745779800818049 51.4482221321091 51.4482221321091 52.9926789576249 52.9926789576249","https://twitter.com/Changeling_1/status/1215702464634216448","Urban_Tribesman Knight of the Realm OBE VD & Bar","Where we run wild, run free.","Recycling grey dust into white snow. Original Urban Tribesman, acolyte of Toyah Sabbath Goldfrapp Muse Mari Wilson KT Tunstall & Mara Carlyle That's a mix tape!",NA,FALSE,332,101,13,37148,22476,2014-11-26 19:42:56,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/2893772003/1417132109","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/881437817087418369/oNteiO0R_normal.jpg"
"x2893772003","x1215375931591856138",2020-01-09 20:52:57,"Changeling_1","@GaryLineker The factors driving this issue are the same as those driving Brexit. What some see as a ‘pollution’, thus weakening of an idealistic British stereotype &amp; ‘white purity’ by immigrants.
Who’s pushing that view? The right wing.
Who’s top of that social strata? The Royal family. https://t.co/FjSw9yDCnR","Twitter for iPad",279,"x1215282209059418112","x471287735","GaryLineker",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,"http://pbs.twimg.com/tweet_video_thumb/EN3h9njWAAE10RZ.jpg","https://t.co/FjSw9yDCnR","https://twitter.com/Changeling_1/status/1215375931591856138/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/EN3h9njWAAE10RZ.jpg","https://t.co/FjSw9yDCnR","https://twitter.com/Changeling_1/status/1215375931591856138/photo/1",NA,"x471287735","GaryLineker","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json","East","East, England","admin","United Kingdom","GB","NA NA","NA NA","-0.745779800818049 1.76893599950184 1.76893599950184 -0.745779800818049 51.4482221321091 51.4482221321091 52.9926789576249 52.9926789576249","https://twitter.com/Changeling_1/status/1215375931591856138","Urban_Tribesman Knight of the Realm OBE VD & Bar","Where we run wild, run free.","Recycling grey dust into white snow. Original Urban Tribesman, acolyte of Toyah Sabbath Goldfrapp Muse Mari Wilson KT Tunstall & Mara Carlyle That's a mix tape!",NA,FALSE,332,101,13,37148,22476,2014-11-26 19:42:56,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/2893772003/1417132109","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/881437817087418369/oNteiO0R_normal.jpg"
"x2893772003","x1215628928741707778",2020-01-10 13:38:16,"Changeling_1","@MarieAnnUK It is interesting to try &amp; calculate when the crossover point will occur when the #Media realise there is more copy to be made in calling out the disaster of what #Brexit is becoming than continuing to suggest that a proven life long anti-racist is secretly a vile #antisemite !","Twitter for iPad",282,"x1215420774099705856","x1657761703","MarieAnnUK",FALSE,FALSE,1,1,NA,NA,"Media Brexit antisemite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x1657761703","MarieAnnUK","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json","East","East, England","admin","United Kingdom","GB","NA NA","NA NA","-0.745779800818049 1.76893599950184 1.76893599950184 -0.745779800818049 51.4482221321091 51.4482221321091 52.9926789576249 52.9926789576249","https://twitter.com/Changeling_1/status/1215628928741707778","Urban_Tribesman Knight of the Realm OBE VD & Bar","Where we run wild, run free.","Recycling grey dust into white snow. Original Urban Tribesman, acolyte of Toyah Sabbath Goldfrapp Muse Mari Wilson KT Tunstall & Mara Carlyle That's a mix tape!",NA,FALSE,332,101,13,37148,22476,2014-11-26 19:42:56,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/2893772003/1417132109","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/881437817087418369/oNteiO0R_normal.jpg"
"x2893772003","x1215632797123125248",2020-01-10 13:53:38,"Changeling_1","@OxfordDiplomat The time is fast approaching where the spin and rhetoric will fall away and the #Tories will have to demonstrate with results and proof that is as good as the electorate was promised.
The proof of the #Brexit pudding will be in the eating.
So far: https://t.co/pQpCZGFAdb","Twitter for iPad",247,"x1215377957340033025","x1962626484","OxfordDiplomat",FALSE,FALSE,0,0,NA,NA,"Tories Brexit",NA,NA,NA,NA,"http://pbs.twimg.com/tweet_video_thumb/EN7Lk2fWsAEN77H.jpg","https://t.co/pQpCZGFAdb","https://twitter.com/Changeling_1/status/1215632797123125248/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/EN7Lk2fWsAEN77H.jpg","https://t.co/pQpCZGFAdb","https://twitter.com/Changeling_1/status/1215632797123125248/photo/1",NA,"x1962626484","OxfordDiplomat","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json","East","East, England","admin","United Kingdom","GB","NA NA","NA NA","-0.745779800818049 1.76893599950184 1.76893599950184 -0.745779800818049 51.4482221321091 51.4482221321091 52.9926789576249 52.9926789576249","https://twitter.com/Changeling_1/status/1215632797123125248","Urban_Tribesman Knight of the Realm OBE VD & Bar","Where we run wild, run free.","Recycling grey dust into white snow. Original Urban Tribesman, acolyte of Toyah Sabbath Goldfrapp Muse Mari Wilson KT Tunstall & Mara Carlyle That's a mix tape!",NA,FALSE,332,101,13,37148,22476,2014-11-26 19:42:56,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/2893772003/1417132109","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/881437817087418369/oNteiO0R_normal.jpg"
"x2893772003","x1216726019882864640",2020-01-13 14:17:43,"Changeling_1","@trevorw1953 Many of the manifesto pledges were popular on the doorstep, but people were more interested in ‘getting Brexit done’, &amp; aligning with a 2nd, confirmatory referendum suggested that this was not top priority on Labours Too Do list, despite Centrist suggestions to the contrary.","Twitter for iPad",279,"x1216398353958948870","x231390130","trevorw1953",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x231390130","trevorw1953","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json","East","East, England","admin","United Kingdom","GB","NA NA","NA NA","-0.745779800818049 1.76893599950184 1.76893599950184 -0.745779800818049 51.4482221321091 51.4482221321091 52.9926789576249 52.9926789576249","https://twitter.com/Changeling_1/status/1216726019882864640","Urban_Tribesman Knight of the Realm OBE VD & Bar","Where we run wild, run free.","Recycling grey dust into white snow. Original Urban Tribesman, acolyte of Toyah Sabbath Goldfrapp Muse Mari Wilson KT Tunstall & Mara Carlyle That's a mix tape!",NA,FALSE,332,101,13,37148,22476,2014-11-26 19:42:56,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/2893772003/1417132109","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/881437817087418369/oNteiO0R_normal.jpg"
"x1258084597","x1216698345609211905",2020-01-13 12:27:45,"hemmingstips1","@EssexPR They won't be moaning
When brexit day, becomes a national public holiday","Twitter for Android",72,"x1216668190383771653","x41702018","EssexPR",FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x41702018","EssexPR","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bb508d078dcdf12.json","King's Lynn","King's Lynn, England","city","United Kingdom","GB","NA NA","NA NA","0.378141 0.461593 0.461593 0.378141 52.7280351 52.7280351 52.79462 52.79462","https://twitter.com/hemmingstips1/status/1216698345609211905","tipster","","Free Tips Novice &Maiden Events ForeCast with Fav / Main Selection.23/05/19 recorded FC WINS on Twitter + £117. 28 £1 Stake SkyBet 10% extra on ForeCast WINs18+",NA,FALSE,3848,256,41,27748,9590,2013-03-10 22:18:06,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1020762019794964485/2thCBA2w_normal.jpg"
"x1170247983604129792","x1215040054885863429",2020-01-08 22:38:18,"Michael82145369","MPs vote to drop child refugee protections from Brexit bill

Basic human decency becomes the first victim of the new regime's legislation.
Watch this morally vacant space for worse to follow.

https://t.co/MCGjiykaZK","Twitter for Android",216,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,"theguardian.com/world/2020/jan…","https://t.co/MCGjiykaZK","https://www.theguardian.com/world/2020/jan/08/mps-vote-to-drop-child-refugee-protections-from-brexit-bill?CMP=Share_AndroidApp_Tweet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json","East","East, England","admin","United Kingdom","GB","NA NA","NA NA","-0.745779800818049 1.76893599950184 1.76893599950184 -0.745779800818049 51.4482221321091 51.4482221321091 52.9926789576249 52.9926789576249","https://twitter.com/Michael82145369/status/1215040054885863429","Michael Fabian","","Allotment grandad with attitude",NA,FALSE,48,176,0,5086,2416,2019-09-07 08:11:26,FALSE,NA,NA,NA,NA,NA,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1170247983604129792","x1216644170460336129",2020-01-13 08:52:29,"Michael82145369","Flybe 'in rescue talks' with UK government – business live

Our money.
Virgin's speculation.
2000 employees' futures and their families at risk.
Nothing to see here.

https://t.co/qDHpt2F80l","Twitter for Android",190,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,"theguardian.com/business/live/…","https://t.co/qDHpt2F80l","https://www.theguardian.com/business/live/2020/jan/13/flybe-rescue-talks-uk-government-gdp-growth-brexit-business-live?CMP=Share_AndroidApp_Tweet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json","East","East, England","admin","United Kingdom","GB","NA NA","NA NA","-0.745779800818049 1.76893599950184 1.76893599950184 -0.745779800818049 51.4482221321091 51.4482221321091 52.9926789576249 52.9926789576249","https://twitter.com/Michael82145369/status/1216644170460336129","Michael Fabian","","Allotment grandad with attitude",NA,FALSE,48,176,0,5086,2416,2019-09-07 08:11:26,FALSE,NA,NA,NA,NA,NA,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
